X,Y,OBJECTID,site_name,feature_type_name,EASTING,NORTHING,asset_id_code,site_code,number_bins,bin_size
326828,675868,2489796,Casselbank Street,WS: Packaging,326828,675868,,7901094,2,1100
325233.96,675102.859999999,2489797,Warriston Road,WS: Bottle Bank - Mixed,325234,675103,,7901339,1,660
328536.16,674036.109999999,2489798,Piershill Terrace,WS: Bottle Bank - Mixed,328536,674036,,7902098,1,660
324709.26,672220.58,2489799,Bruntsfield Terrace,WS: Packaging,324709,672221,,7902589,2,1280
327978,668166,2489800,Southhouse Crescent,WS: Bottle Bank - Mixed,327978,668166,,7900802,1,660
328075.48,668058.27,2489801,Southhouse Crescent,WS: Bottle Bank - Mixed,328075,668058,,7900802,2,360
328077.33,668026.85,2489802,Southhouse Crescent,WS: Bottle Bank - Mixed,328077,668027,,7900802,1,360
328051.82,667941.109999999,2489803,Southhouse Crescent,WS: Bottle Bank - Mixed,328052,667941,,7900802,1,660
324583.55,676302.08,2489804,Darnell Road,WS: Bottle Bank - Mixed,324584,676302,,7901390,1,660
324830,672431,2489805,Bruntsfield Place,WS: Packaging,324830,672431,,7902588,1,1280
321207,671643,2489806,Stenhouse Gardens,WS: Bottle Bank - Mixed,321207,671643,,7903307,1,660
321189,671669,2489807,Stenhouse Gardens,WS: Bottle Bank - Mixed,321189,671669,,7903307,1,660
331711.33,673424.689999999,2489808,Joppa Road,WS: Paper Bank,331711,673425,,7902385,1,800
326661,672734,2489809,Parkside Terrace,WS: Bottle Bank - Mixed,326661,672734,,7902085,1,360
326650.18,672536.199999999,2489810,Parkside Terrace,WS: Bottle Bank - Mixed,326650,672536,,7902085,1,1280
323507.34,669188.82,2489811,Oxgangs Drive,WS: Bottle Bank - Mixed,323507,669189,,7900954,2,660
323513.51,669050.439999999,2489812,Oxgangs Gardens,WS: Bottle Bank - Mixed,323514,669050,,7900961,2,660
323381.24,671821.26,2489813,Ogilvie Terrace,WS: Bottle Bank - Mixed,323381,671821,,7903100,1,660
323558.13,670991.01,2489814,Myreside Court,WS: Bottle Bank - Mixed,323558,670991,,7903087,1,360
323705.39,670628.359999999,2489815,Morningside Gardens,WS: Bottle Bank - Mixed,323705,670628,,7903064,1,660
324558.14,672133.699999999,2489816,Bruntsfield Avenue,WS: Packaging,324558,672134,,7902585,3,1280
324462.03,670796.74,2489817,Morningside Drive,WS: Bottle Bank - Mixed,324462,670797,,7903063,1,660
326307.37,672701.33,2489818,Montague Street,WS: Bottle Bank - Mixed,326307,672701,,7901993,1,660
324945,670456,2489819,Hermitage Drive,WS: Packaging,324945,670456,,7902918,1,1280
327076,671930,2489820,East Mayfield,WS: Packaging,327076,671930,,7903949,1,1280
326891.91,672153.060000001,2489821,Blacket Avenue,WS: Packaging,326892,672153,,7901642,2,1280
325729.89,675360.58,2489822,Dunedin Street,WS: Packaging,325730,675361,,7901139,1,1280
325760,675394,2489823,Dunedin Street,WS: Bottle Bank - Mixed,325760,675394,,7901139,1,660
325760,675394,2489824,Dunedin Street,WS: Packaging,325760,675394,,7901139,2,1280
325738.19,676120.49,2489825,Dalmeny Road,WS: Bottle Bank - Mixed,325738,676120,,7901121,1,660
322752.96,676309.49,2489826,Crewe Road West,WS: Bottle Bank - Mixed,322753,676309,,7901388,1,360
322914,676005,2489827,Crewe Road North,WS: Packaging,322914,676005,,7901387,2,660
322926,675979,2489828,Crewe Road North,WS: Packaging,322926,675979,,7901387,1,1280
318495.36,676334.67,2489829,Fair-A-Far,WS: Bottle Bank - Mixed,318495,676335,,7900233,1,360
322935,675961,2489830,Crewe Road North,WS: Packaging,322935,675961,,7901387,3,660
322907,675970,2489831,Crewe Road North,WS: Packaging,322907,675970,,7901387,2,1280
318599.46,676411.859999999,2489832,Fair-A-Far,WS: Bottle Bank - Mixed,318599,676412,,7900233,1,360
326261.5,676303.539999999,2489833,South Fort Street,WS: Bottle Bank - Mixed,326262,676304,,7901297,1,660
325925,671026,2489834,Charterhall Grove,WS: Bottle Bank - Mixed,325925,671026,,7901703,1,360
325619,676294,2489835,New Cut Rigg,WS: Bottle Bank - Mixed,325619,676294,,7904661,1,360
325608,676318,2489836,New Cut Rigg,WS: Bottle Bank - Mixed,325608,676318,,7904661,1,360
325578.78,676324.85,2489837,New Cut Rigg,WS: Bottle Bank - Mixed,325579,676325,,7904661,1,360
325543.55,676306.09,2489838,New Cut Rigg,WS: Bottle Bank - Mixed,325544,676306,,7904661,1,360
325517.26,676269.359999999,2489839,New Cut Rigg,WS: Bottle Bank - Mixed,325517,676269,,7904661,1,360
325523.47,676306.880000001,2489840,New Cut Rigg,WS: Bottle Bank - Mixed,325523,676307,,7904661,1,360
325247,671888,2489841,Strathfillan Road,WS: Bottle Bank - Mixed,325247,671888,,7902220,1,660
326628,671475,2489842,Mentone Terrace,WS: Bottle Bank - Mixed,326628,671475,,7901980,1,1280
326030.11,672466.17,2489843,Melville Terrace,WS: Bottle Bank - Mixed,326030,672466,,7901978,2,660
326654,671296,2489844,Macdowall Road,WS: Bottle Bank - Mixed,326654,671296,,7901940,1,660
324292.16,671722.220000001,2489845,Abbotsford Crescent,WS: Packaging,324292,671722,,7904408,1,1280
324879.47,672752.41,2489846,Lochrin Buildings,WS: Bottle Bank - Mixed,324879,672752,,7906541,1,660
323899,674539,2489847,Learmonth Grove,WS: Bottle Bank - Mixed,323899,674539,,7902992,1,660
323807,674494,2489848,Learmonth Avenue,WS: Bottle Bank - Mixed,323807,674494,,7902987,1,660
324526.6,672606.17,2489849,Leamington Terrace,WS: Bottle Bank - Mixed,324527,672606,,7902986,1,660
321857,671290,2489850,Laichfield,WS: Bottle Bank - Mixed,321857,671290,,7902978,1,360
326830.08,675869.02,2489851,Casselbank Street,WS: Bottle Bank - Mixed,326830,675869,,7901094,1,660
328371.3,669663.65,2489852,Greenpark,WS: Bottle Bank - Mixed,328371,669664,,7904756,1,360
328353.1,669678.210000001,2489853,Greenpark,WS: Bottle Bank - Mixed,328353,669678,,7904756,1,360
328380.84,669688.43,2489854,Greenpark,WS: Bottle Bank - Mixed,328381,669688,,7904756,1,360
330262.34,674381.76,2489855,Great Cannon Bank,WS: Bottle Bank - Mixed,330262,674382,,7902378,1,660
326692,671919,2489856,Grantully Place,WS: Bottle Bank - Mixed,326692,671919,,7901824,1,660
325881.63,671506.23,2489857,West Grange Gardens,WS: Bottle Bank - Mixed,325882,671506,,7902273,1,360
323465.3,675906.460000001,2489858,Citypark Way,WS: Food Waste Communal,323465,675906,,7905947,1,500
323436.95,675900.92,2489859,Citypark Way,WS: Food Waste Communal,323437,675901,,7905947,1,500
323439.55,675901.050000001,2489860,Citypark Way,WS: Bottle Bank - Mixed,323440,675901,,7905947,1,1280
323465.44,675906.550000001,2489861,Citypark Way,WS: Bottle Bank - Mixed,323465,675907,,7905947,1,1280
323484.93,675948.279999999,2489862,Citypark Way,WS: Food Waste Communal,323485,675948,,7905947,1,240
323438.17,675900.1,2489863,Citypark Way,WS: Communal Bin,323438,675900,,7905947,1,1280
323483.01,675949.43,2489864,Citypark Way,WS: Packaging,323483,675949,,7905947,4,1280
323487.33,675953.359999999,2489865,Citypark Way,WS: Bottle Bank - Mixed,323487,675953,,7905947,1,1280
324320.11,672460.039999999,2489866,Gilmore Place,WS: Bottle Bank - Mixed,324320,672460,,7902842,1,660
324887,672599,2489867,Gillespie Crescent,WS: Bottle Bank - Mixed,324887,672599,,7902838,1,660
324666.68,672162.310000001,2489868,Forbes Road,WS: Bottle Bank - Mixed,324667,672162,,7902820,1,660
325744,672459,2489869,Fingal Place,WS: Bottle Bank - Mixed,325744,672459,,7901787,1,660
325775.58,671419.210000001,2489870,Blackford Avenue,WS: Packaging,325776,671419,,7901644,2,1280
323809.43,671921.960000001,2489871,Ettrick Road,WS: Bottle Bank - Mixed,323809,671922,,7902812,1,660
319586.23,674168.369999999,2489872,Glenure Loan,WS: Bottle Bank - Mixed,319586,674168,,7900446,1,660
325647,672324,2489873,Roseneath Street,WS: Packaging,325647,672324,,7906601,1,1280
325687.87,671421.050000001,2489874,Dun-Ard Garden,WS: Bottle Bank - Mixed,325688,671421,,7904113,1,360
326192,673115,2489875,Davie Street,WS: Bottle Bank - Mixed,326192,673115,,7901743,1,660
326684,676660,2489876,Citadel Place,WS: Bottle Bank - Mixed,326684,676660,,7904058,1,660
327579,671383,2489877,Cameron Park,WS: Bottle Bank - Mixed,327579,671383,,7901685,1,660
326438.34,675346.5,2489878,Cambridge Avenue,WS: Bottle Bank - Mixed,326438,675346,,7901089,1,660
323034,669601,2489879,Caerketton Cottages,WS: Bottle Bank - Mixed,323034,669601,,7906549,1,360
324706,672210,2489880,Bruntsfield Terrace,WS: Bottle Bank - Mixed,324706,672210,,7902589,1,660
323793.37,676970.050000001,2489881,Granton Crescent,WS: Packaging,323793,676970,,7901424,1,1280
326050,670995,2489882,Blackford Avenue,WS: Bottle Bank - Mixed,326050,670995,,7901644,1,1280
324916.57,672511.800000001,2489883,Wright's Houses,WS: Bottle Bank - Mixed,324917,672512,,7905243,1,660
326557.9,672774.77,2489884,Terrars Croft,WS: Bottle Bank - Mixed,326558,672775,,7904856,1,660
325655.44,672323.539999999,2489885,Roseneath Street,WS: Bottle Bank - Mixed,325655,672324,,7906601,1,660
323497,672436,2489886,Ardmillan Terrace,WS: Bottle Bank - Mixed,323497,672436,,7904483,1,1280
324923,670456,2489887,Hermitage Drive,WS: Bottle Bank - Mixed,324923,670456,,7902918,1,360
324497.44,672017.869999999,2489888,Bruntsfield Place,WS: Bottle Bank - Mixed,324497,672018,,7902588,1,660
323107.38,671378.279999999,2489889,North Meggetland,WS: Packaging,323107,671378,,7903097,2,1100
323210.72,671310.98,2489890,North Meggetland,WS: Packaging,323211,671311,,7903097,2,1280
323145.78,671244.800000001,2489891,North Meggetland,WS: Packaging,323146,671245,,7903097,1,1280
325845.18,674711.460000001,2489892,East London Street,WS: Packaging,325845,674711,,7904212,3,1280
325231.45,675102.23,2489893,Warriston Road,WS: Packaging,325231,675102,,7901339,1,1280
320162,669770,2489894,Wester Hailes Park,WS: Packaging,320162,669770,,7901030,1,1280
320125.76,669734.33,2489895,Wester Hailes Park,WS: Packaging,320126,669734,,7901030,1,1280
327969.48,670460.630000001,2489896,Walter Scott Avenue,WS: Packaging,327969,670461,,7902255,1,1280
328000.27,670484.939999999,2489897,Walter Scott Avenue,WS: Packaging,328000,670485,,7902255,1,1280
319507,674111,2489898,Ardshiel Avenue,WS: Packaging,319507,674111,,7900312,1,1280
319499,674151,2489899,Ardshiel Avenue,WS: Packaging,319499,674151,,7900312,1,1280
330723.0,674058.609999999,2489900,Bath Street,WS: Packaging,330723,674059,,7902329,2,1100
330536.23,673897.16,2489901,Bath Street,WS: Packaging,330536,673897,,7902329,2,1280
324178.63,670288.949999999,2489902,Greenbank Drive,WS: Packaging,324179,670289,,7902871,1,360
324153.36,670281.039999999,2489903,Greenbank Drive,WS: Packaging,324153,670281,,7902871,1,360
324128.23,670277.369999999,2489904,Greenbank Drive,WS: Packaging,324128,670277,,7902871,1,360
324101.16,670273.73,2489905,Greenbank Drive,WS: Packaging,324101,670274,,7902871,2,360
324075.61,670267.5,2489906,Greenbank Drive,WS: Packaging,324076,670268,,7902871,2,360
324050.41,670270.390000001,2489907,Greenbank Drive,WS: Packaging,324050,670270,,7902871,1,360
326521.38,672658.609999999,2489908,St Leonard's Street,WS: Packaging,326521,672659,,7902211,1,1280
325368.35,676650.609999999,2489909,Craighall Crescent,WS: Packaging,325368,676651,,7901114,2,1280
326876.35,675535.49,2489910,Smith's Place,WS: Packaging,326876,675535,,7901296,2,1280
324581.42,676300.699999999,2489911,Darnell Road,WS: Packaging,324581,676301,,7901390,2,1280
331060.69,673862.0,2489912,Pittville Street,WS: Packaging,331061,673862,,7902437,2,1280
318498.56,676332.49,2489913,Fair-A-Far,WS: Packaging,318499,676332,,7900233,1,1280
318521.53,676365.01,2489914,Fair-A-Far,WS: Packaging,318522,676365,,7900233,1,1280
318599.06,676410.640000001,2489915,Fair-A-Far,WS: Packaging,318599,676411,,7900233,1,1280
327562.15,671306.939999999,2489916,Cameron Terrace,WS: Packaging,327562,671307,,7906615,1,1280
326426.51,672078.699999999,2489917,Upper Gray Street,WS: Packaging,326427,672079,,7902247,1,1280
326392.96,671779.91,2489918,Findhorn Place,WS: Bottle Bank - Mixed,326393,671780,,7901786,1,660
326392.8,671778.24,2489919,Findhorn Place,WS: Packaging,326393,671778,,7901786,1,1280
326410.75,671720.73,2489920,Findhorn Place,WS: Packaging,326411,671721,,7901786,1,1280
326720.16,672610.039999999,2489921,Parkside Terrace,WS: Packaging,326720,672610,,7902085,1,1280
322329,673952,2489922,Ravelston Garden,WS: Packaging,322329,673952,,7904277,1,1280
322265,673925,2489923,Ravelston Garden,WS: Packaging,322265,673925,,7904277,1,1280
330069.01,671490.99,2489924,Niddrie House Drive,WS: Packaging,330069,671491,,7902418,1,1280
322201,673897,2489925,Ravelston Garden,WS: Packaging,322201,673897,,7904277,2,1280
326782.74,672720.0,2489926,East Parkside,WS: Packaging,326783,672720,,7901766,1,1100
326760.78,671530.1,2489927,Mentone Terrace,WS: Packaging,326761,671530,,7901980,1,1280
318532.73,674682.710000001,2489928,Barntongate Avenue,WS: Packaging,318533,674683,,7900324,2,1280
331218.29,673240.17,2489929,Joppa Station Place,WS: Packaging,331218,673240,,7905370,1,360
319564.44,674208.74,2489930,Glenure Loan,WS: Packaging,319564,674209,,7900446,1,1280
319583.73,674164.630000001,2489931,Glenure Loan,WS: Packaging,319584,674165,,7900446,1,1280
328194.2,669075.800000001,2489932,Carnbee Avenue,WS: Packaging,328194,669076,,7904573,1,1280
323797.97,676940.470000001,2489933,Granton Crescent,WS: Packaging,323798,676940,,7901424,1,1280
319641.92,674036.77,2489934,Alan Breck Gardens,WS: Packaging,319642,674037,,7904424,2,1280
330542.79,674199.810000001,2489935,Rathbone Place,WS: Packaging,330543,674200,,7902442,3,360
323487,672318,2489936,Ardmillan Terrace,WS: Packaging,323487,672318,,7904483,2,1280
330307,671818,2489937,Niddrie Mill Terrace,WS: Packaging,330307,671818,,7902427,1,1280
325427.79,673615.279999999,2489938,Mound Place,WS: Packaging,325428,673615,,7901999,1,1280
325431.51,673613.43,2489939,Mound Place,WS: Communal Bin,325432,673613,,7901999,2,1280
327948.14,668058.279999999,2489940,Southhouse Brae,WS: Bottle Bank - Mixed,327948,668058,0,7905412,1,360
328004.29,668057.23,2489941,Southhouse Brae,WS: Packaging,328004,668057,0,7905412,1,360
328027.85,668063.630000001,2489942,Southhouse Brae,WS: Packaging,328028,668064,0,7905412,1,360
327889.61,668081.41,2489943,Southhouse Place,WS: Packaging,327890,668081,0,7905408,2,360
323429.56,669943.619999999,2489944,Rattray Drive,WS: Paper Bank,323430,669944,0,7905406,1,660
323449.31,669946.609999999,2489945,Rattray Drive,WS: Paper Bank,323449,669947,0,7905406,1,660
327901.68,668152.34,2489946,Southhouse Walk,WS: Packaging,327902,668152,0,7905392,2,360
327883.48,668141.52,2489947,Southhouse Walk,WS: Bottle Bank - Mixed,327883,668142,0,7905392,1,660
327803,667969,2489948,Southhouse Crossway,WS: Packaging,327803,667969,0,7905391,2,360
331183,673298,2489949,Joppa Station Place,WS: Packaging,331183,673298,0,7905370,1,360
323032,669594,2489950,Caerketton Cottages,WS: Packaging,323032,669594,0,7906549,1,660
326556.86,672776.119999999,2489951,Terrars Croft,WS: Packaging,326557,672776,0,7904856,1,1280
326263.11,674892.66,2489952,Huntingdon Place,WS: Packaging,326263,674893,0,7904667,1,1280
326213.53,674839.73,2489953,Huntingdon Place,WS: Packaging,326214,674840,0,7904667,1,1280
326268,674891,2489954,Huntingdon Place,WS: Packaging,326268,674891,0,7904667,1,1280
322325.93,671129.859999999,2489955,Hutchison Terrace,WS: Packaging,322326,671130,0,7906539,1,1280
326686.43,676659.91,2489956,Citadel Place,WS: Packaging,326686,676660,0,7904058,1,1280
327929,668089,2489957,Southhouse Drive,WS: Packaging,327929,668089,0,7903980,2,360
327941.16,668164.27,2489958,Southhouse Drive,WS: Packaging,327941,668164,0,7903980,2,360
323863,672266,2489959,Temple Park Crescent,WS: Packaging,323863,672266,0,7903338,3,1280
323150.35,671839.289999999,2489960,Shandon Street,WS: Packaging,323150,671839,0,7903251,1,1280
322359.49,671957.199999999,2489961,Saughton Avenue,WS: Packaging,322359,671957,0,7903217,2,1280
323558.46,670991.67,2489962,Myreside Court,WS: Packaging,323558,670992,0,7903087,1,1280
322508.91,671606.18,2489963,Hutchison Crossway,WS: Packaging,322509,671606,0,7902947,1,1280
324120.14,672416.460000001,2489964,Dorset Place,WS: Packaging,324120,672416,0,7902773,1,1280
322142.46,670411.15,2489965,Craiglockhart Loan,WS: Packaging,322142,670411,0,7902742,1,1100
323266,671603,2489966,Cowan Road,WS: Packaging,323266,671603,0,7902701,1,1280
329878.34,671541.060000001,2489967,Niddrie House Park,WS: Packaging,329878,671541,0,7902543,2,1280
331478.7,673442.08,2489968,Joppa Road,WS: Packaging,331479,673442,0,7902385,2,1100
330258.54,673985.869999999,2489969,Adelphi Place,WS: Packaging,330259,673986,0,7902321,2,1100
326568,671320,2489970,West Savile Terrace,WS: Packaging,326568,671320,0,7902286,1,1280
326435.49,672894.42,2489971,St Leonard's Street,WS: Packaging,326435,672894,0,7902211,1,1280
326424.42,672908.630000001,2489972,St Leonard's Street,WS: Packaging,326424,672909,0,7902211,1,1280
326416.18,672923.02,2489973,St Leonard's Street,WS: Packaging,326416,672923,0,7902211,1,1280
326410.67,672941.029999999,2489974,St Leonard's Street,WS: Packaging,326411,672941,0,7902211,1,1280
326503.97,672872.98,2489975,St Leonard's Hill,WS: Packaging,326504,672873,0,7902209,1,1280
325995.98,672297.99,2489976,Sciennes Road,WS: Paper Bank,325996,672298,0,7902167,1,1280
325989.39,672296.32,2489977,Sciennes Road,WS: Packaging,325989,672296,0,7902167,2,1280
326237,672270,2489978,Sciennes,WS: Packaging,326237,672270,0,7902162,1,1280
326222,672459,2489979,Sciennes,WS: Packaging,326222,672459,0,7902162,1,1280
326511.71,671275.609999999,2489980,Savile Place,WS: Packaging,326512,671276,0,7902160,1,1280
329991.72,671430.34,2489981,Niddrie House Square,WS: Packaging,329992,671430,0,7902020,2,1280
326654,671296,2489982,Macdowall Road,WS: Packaging,326654,671296,0,7901940,1,1280
327826.05,675745.74,2489983,Summerfield Gardens,WS: Packaging,327826,675746,0,7901319,1,360
320503.47,668848.41,2489984,West Mill Road,WS: Packaging,320503,668848,0,7901029,1,1280
323513.89,669050.33,2489985,Oxgangs Gardens,WS: Packaging,323514,669050,0,7900961,5,1280
321308,670015,2489986,Kingsknowe Park,WS: Packaging,321308,670015,0,7900941,2,1280
320572,669652,2489987,Clovenstone Gardens,WS: Packaging,320572,669652,0,7900881,3,1280
328075.45,668026.210000001,2489988,Southhouse Crescent,WS: Packaging,328075,668026,0,7900802,1,360
327636.31,669445.76,2489989,Lasswade Road,WS: Packaging,327636,669446,0,7900736,1,1280
318723.88,673809.550000001,2489990,Stuart Square,WS: Packaging,318724,673810,0,7900547,1,1280
319026,672390,2489991,South Gyle Gardens,WS: Packaging,319026,672390,0,7900536,1,1280
318956,672319,2489992,South Gyle Gardens,WS: Packaging,318956,672319,0,7900536,1,1280
318919,672352,2489993,South Gyle Gardens,WS: Packaging,318919,672352,0,7900536,1,1280
326802.99,672668.800000001,2489994,East Parkside,WS: Communal Bin,326803,672669,,7901766,1,660
324876.94,671079.27,2489995,Woodburn Terrace,WS: Bottle Bank - Mixed,324877,671079,,7903420,1,660
324859.62,671193.01,2489996,Woodburn Terrace,WS: Bottle Bank - Mixed,324860,671193,,7903420,1,660
324878.37,671078.91,2489997,Woodburn Terrace,WS: Packaging,324878,671079,,7903420,1,1280
324868.63,671118.49,2489998,Woodburn Terrace,WS: Packaging,324869,671118,,7903420,1,1280
324612,674866,2489999,Saxe-Coburg Place,WS: Packaging,324612,674866,,7903458,2,1280
323090.09,675573.0,2490000,Kimmerghame Place,WS: Communal Bin,323090,675573,,7905673,8,1280
318587.15,674829.42,2490001,Pinegrove Gardens,WS: Bottle Bank - Mixed,318587,674829,,7905401,1,360
326308.91,676806.1,2490002,Hamburgh Place,WS: Bottle Bank - Mixed,326309,676806,,7906584,1,660
328395.68,669678.060000001,2490003,Greenpark,WS: Bottle Bank - Mixed,328396,669678,,7904756,1,360
322708.39,671954.25,2490004,Gorgie Park Close,WS: Bottle Bank - Mixed,322708,671954,,7904753,1,360
322685.36,671957.0,2490005,Gorgie Park Close,WS: Bottle Bank - Mixed,322685,671957,,7904753,1,360
322722,671892,2490006,Gorgie Park Close,WS: Bottle Bank - Mixed,322722,671892,,7904753,1,360
322726,671933,2490007,Gorgie Park Close,WS: Bottle Bank - Mixed,322726,671933,,7904753,1,360
322711,671939,2490008,Gorgie Park Close,WS: Bottle Bank - Mixed,322711,671939,,7904753,1,360
322686,671924,2490009,Gorgie Park Close,WS: Bottle Bank - Mixed,322686,671924,,7904753,1,360
319673.04,674029.16,2490010,Alan Breck Gardens,WS: Bottle Bank - Mixed,319673,674029,,7904424,1,360
319642.09,674036.77,2490011,Alan Breck Gardens,WS: Bottle Bank - Mixed,319642,674037,,7904424,1,360
319754,674010,2490012,Alan Breck Gardens,WS: Bottle Bank - Mixed,319754,674010,,7904424,1,360
319802.52,674015.41,2490013,Alan Breck Gardens,WS: Bottle Bank - Mixed,319803,674015,,7904424,1,360
327489.06,669384.609999999,2490014,Liberton Place,WS: Bottle Bank - Mixed,327489,669385,,7904394,1,360
322325.13,671130.27,2490015,Hutchison Terrace,WS: Bottle Bank - Mixed,322325,671130,,7906539,1,660
330408,674173,2490016,William Jameson Place,WS: Bottle Bank - Mixed,330408,674173,,7903933,1,360
325831.18,676973.210000001,2490017,Annfield,WS: Bottle Bank - Mixed,325831,676973,,7903684,1,660
325715.69,676991.949999999,2490018,Annfield,WS: Bottle Bank - Mixed,325716,676992,,7903684,1,660
330480.08,674090.83,2490019,Shrub Mount,WS: Bottle Bank - Mixed,330480,674091,,7903659,1,360
330468,674204,2490020,The Pottery,WS: Bottle Bank - Mixed,330468,674204,,7903658,1,360
324515,674827,2490021,Bridge Place,WS: Bottle Bank - Mixed,324515,674827,,7906547,1,660
324994,674814,2490022,Perth Street,WS: Bottle Bank - Mixed,324994,674814,,7903137,1,
322506.64,671608.560000001,2490023,Hutchison Crossway,WS: Bottle Bank - Mixed,322507,671609,,7902947,1,660
324312,672566,2490024,Horne Terrace,WS: Packaging,324312,672566,,7902943,4,1280
323553.55,671962.220000001,2490025,Harrison Road,WS: Bottle Bank - Mixed,323554,671962,,7902903,1,660
323896,672192,2490026,Harden Place,WS: Bottle Bank - Mixed,323896,672192,,7902899,1,660
324121.09,672416.890000001,2490027,Dorset Place,WS: Bottle Bank - Mixed,324121,672417,,7902773,1,660
325325,674957,2490028,Eyre Place,WS: Bottle Bank - Mixed,325325,674957,,7902510,1,660
321595.68,668949.0,2490029,Woodhall Road,WS: Bottle Bank - Mixed,321596,668949,,7902492,1,360
330516.66,674128.76,2490030,Spa Place,WS: Bottle Bank - Mixed,330517,674129,,7902452,1,360
326621.08,671348.560000001,2490031,West Savile Terrace,WS: Bottle Bank - Mixed,326621,671349,,7902286,1,660
326568,671320,2490032,West Savile Terrace,WS: Bottle Bank - Mixed,326568,671320,,7902286,1,660
326043,671046,2490033,West Savile Terrace,WS: Bottle Bank - Mixed,326043,671046,,7902286,1,660
326047.61,672291.65,2490034,Sciennes Road,WS: Bottle Bank - Mixed,326048,672292,,7902167,1,660
325993.91,672297.689999999,2490035,Sciennes Road,WS: Bottle Bank - Mixed,325994,672298,,7902167,1,660
326222,672459,2490036,Sciennes,WS: Bottle Bank - Mixed,326222,672459,,7902162,1,660
326509,671276,2490037,Savile Place,WS: Bottle Bank - Mixed,326509,671276,,7902160,1,660
325252.49,674896.470000001,2490038,Eyre Crescent,WS: Bottle Bank - Mixed,325252,674896,,7901779,1,660
322335.2,676167.82,2490039,West Pilton Park,WS: Bottle Bank - Mixed,322335,676168,,7901589,1,360
323663,677092,2490040,Granton Square,WS: Bottle Bank - Mixed,323663,677092,,7901431,1,360
324777.67,675882.199999999,2490041,Goldenacre Terrace,WS: Bottle Bank - Mixed,324778,675882,,7901423,1,360
324742.45,675856.93,2490042,Goldenacre Terrace,WS: Bottle Bank - Mixed,324742,675857,,7901423,1,360
326654.2,676406.17,2490043,Sheriff Park,WS: Bottle Bank - Mixed,326654,676406,,7901292,1,360
326647.01,676417.039999999,2490044,Sheriff Park,WS: Bottle Bank - Mixed,326647,676417,,7901292,1,360
326668,676428,2490045,Sheriff Park,WS: Bottle Bank - Mixed,326668,676428,,7901292,1,360
326680,676406,2490046,Sheriff Park,WS: Bottle Bank - Mixed,326680,676406,,7901292,1,360
326691.7,676399.949999999,2490047,Sheriff Park,WS: Bottle Bank - Mixed,326692,676400,,7901292,1,360
326708,676393,2490048,Sheriff Park,WS: Bottle Bank - Mixed,326708,676393,,7901292,1,360
326319.03,676550.91,2490049,Prince Regent Street,WS: Bottle Bank - Mixed,326319,676551,,7901252,1,660
326380.8,676767.060000001,2490050,Portland Street,WS: Bottle Bank - Mixed,326381,676767,,7901250,1,660
327526,676235,2490051,Poplar Lane,WS: Bottle Bank - Mixed,327526,676235,,7901249,1,360
327439.35,676276.310000001,2490052,Elbe Street,WS: Bottle Bank - Mixed,327439,676276,,7901141,1,660
326143.51,676712.48,2490053,North Hillhousefield,WS: Bottle Bank - Mixed,326144,676712,,7901229,1,660
325848.97,676347.359999999,2490054,Newhaven Road,WS: Bottle Bank - Mixed,325849,676347,,7901226,1,660
327165,676307,2490055,Maritime Street,WS: Bottle Bank - Mixed,327165,676307,,7901215,1,1280
327276,675681,2490056,Lochend Road,WS: Bottle Bank - Mixed,327276,675681,,7901202,1,360
327180.52,676020.039999999,2490057,John's Place,WS: Bottle Bank - Mixed,327181,676020,,7901179,1,660
326456.22,676677.32,2490058,Hopefield Terrace,WS: Bottle Bank - Mixed,326456,676677,,7901170,1,500
325896.89,676862.48,2490059,Hawthornvale,WS: Bottle Bank - Mixed,325897,676862,,7901164,1,660
325777,676922,2490060,Great Michael Rise,WS: Bottle Bank - Mixed,325777,676922,,7901160,1,660
327599,676275,2490061,Fox Street,WS: Bottle Bank - Mixed,327599,676275,,7901150,1,660
327443.29,676233.6,2490062,Elbe Street,WS: Bottle Bank - Mixed,327443,676234,,7901141,1,660
326471.04,676016.98,2490063,Bangor Road,WS: Bottle Bank - Mixed,326471,676017,,7901060,1,360
325843.54,676908.82,2490064,Annfield Street,WS: Bottle Bank - Mixed,325844,676909,,7901048,1,660
320118.58,669738.140000001,2490065,Wester Hailes Park,WS: Bottle Bank - Mixed,320119,669738,,7901030,1,660
320498.78,668844.82,2490066,West Mill Road,WS: Bottle Bank - Mixed,320499,668845,,7901029,1,660
324062.86,667291.789999999,2490067,Swanston Village,WS: Bottle Bank - Mixed,324063,667292,,7904854,1,360
323956,668862,2490068,Pentland Drive,WS: Bottle Bank - Mixed,323956,668862,,7900979,1,360
323942,668901,2490069,Pentland Drive,WS: Bottle Bank - Mixed,323942,668901,,7900979,1,360
323262.56,668680.17,2490070,Oxgangs Farm Gardens,WS: Bottle Bank - Mixed,323263,668680,,7900957,1,660
323370.42,668767.1,2490071,Oxgangs Farm Gardens,WS: Bottle Bank - Mixed,323370,668767,,7900957,1,660
323232.59,668749.609999999,2490072,Oxgangs Farm Drive,WS: Bottle Bank - Mixed,323233,668750,,7900956,1,660
323366.94,668849.75,2490073,Oxgangs Farm Drive,WS: Bottle Bank - Mixed,323367,668850,,7900956,1,660
323215.67,668627.9,2490074,Oxgangs Farm Avenue,WS: Packaging,323216,668628,,7900955,1,1280
