X,Y,OBJECTID,site_name,feature_type_name,EASTING,NORTHING,asset_id_code,site_code,number_bins,bin_size
323246.25,672436.300000001,2481497,Mcleod Street,WS: Bottle Bank - Mixed,323246,672436,,7903443,1,660
323204.25,672553.02,2481498,Mcleod Street,WS: Bottle Bank - Mixed,323204,672553,,7903443,1,660
322903.52,672360.140000001,2481499,Smithfield Street,WS: Bottle Bank - Mixed,322904,672360,,7903260,1,660
322903.63,672360.01,2481500,Smithfield Street,WS: Packaging,322904,672360,,7903260,2,1280
322899.95,672336.390000001,2481501,Smithfield Street,WS: Bottle Bank - Mixed,322900,672336,,7903260,1,660
322900.29,672336.550000001,2481502,Smithfield Street,WS: Packaging,322900,672337,,7903260,2,1280
322899.49,672338.07,2481503,Smithfield Street,WS: Food Waste Communal,322899,672338,,7903260,1,240
322900.47,672337.550000001,2481504,Smithfield Street,WS: Communal Bin,322900,672338,,7903260,2,1280
322924.4,672295.369999999,2481505,Smithfield Street,WS: Bottle Bank - Mixed,322924,672295,,7903260,1,660
322924.31,672294.76,2481506,Smithfield Street,WS: Communal Bin,322924,672295,,7903260,2,1280
322923.03,672275.68,2481507,Smithfield Street,WS: Bottle Bank - Mixed,322923,672276,,7903260,1,660
322922.61,672275.310000001,2481508,Smithfield Street,WS: Packaging,322923,672275,,7903260,2,1280
322922.78,672275.220000001,2481509,Smithfield Street,WS: Food Waste Communal,322923,672275,,7903260,1,240
323025.59,672317.640000001,2481510,Wheatfield Street,WS: Bottle Bank - Mixed,323026,672318,,7903404,1,660
323024.74,672317.57,2481511,Wheatfield Street,WS: Packaging,323025,672318,,7903404,2,1280
323025.0,672317.73,2481512,Wheatfield Street,WS: Food Waste Communal,323025,672318,,7903404,1,240
323025.0,672317.73,2481513,Wheatfield Street,WS: Communal Bin,323025,672318,,7903404,2,1280
323036.02,672325.07,2481514,Wheatfield Street,WS: Bottle Bank - Mixed,323036,672325,,7903404,1,660
323036.02,672325.24,2481515,Wheatfield Street,WS: Packaging,323036,672325,,7903404,2,1280
323036.16,672325.060000001,2481516,Wheatfield Street,WS: Food Waste Communal,323036,672325,,7903404,1,240
323036.08,672325.310000001,2481517,Wheatfield Street,WS: Communal Bin,323036,672325,,7903404,2,1280
323003.31,672359.199999999,2481518,Wheatfield Terrace,WS: Bottle Bank - Mixed,323003,672359,,7903405,1,660
323002.98,672359.59,2481519,Wheatfield Terrace,WS: Packaging,323003,672360,,7903405,2,1280
323003.19,672359.84,2481520,Wheatfield Terrace,WS: Food Waste Communal,323003,672360,,7903405,1,240
322995.71,672405.689999999,2481521,Wheatfield Place,WS: Bottle Bank - Mixed,322996,672406,,7903402,1,660
322996.59,672405.41,2481522,Wheatfield Place,WS: Packaging,322997,672405,,7903402,2,1280
323043.87,671894.18,2481523,Hermand Crescent,WS: Bottle Bank - Mixed,323044,671894,,7902915,1,660
323205.31,672337.35,2481524,Newton Street,WS: Food Waste Communal,323205,672337,,7903093,1,240
323205.81,672336.84,2481525,Newton Street,WS: Bottle Bank - Mixed,323206,672337,,7903093,1,660
323206.83,672337.82,2481526,Newton Street,WS: Packaging,323207,672338,,7903093,3,1280
323206.96,672335.66,2481527,Newton Street,WS: Communal Bin,323207,672336,,7903093,3,1280
323211.08,672341.93,2481528,Newton Street,WS: Food Waste Communal,323211,672342,,7903093,1,240
323211.59,672341.92,2481529,Newton Street,WS: Bottle Bank - Mixed,323212,672342,,7903093,3,1280
323212.29,672343.25,2481530,Newton Street,WS: Packaging,323212,672343,,7903093,3,1280
323212.43,672341.57,2481531,Newton Street,WS: Communal Bin,323212,672342,,7903093,3,1280
322325.06,671129.32,2481532,Hutchison Terrace,WS: Food Waste Communal,322325,671129,,7906539,1,240
327845.62,674985.18,2481533,Sleigh Drive,WS: Bottle Bank - Mixed,327846,674985,,7902174,1,360
322914.6,672392.35,2481534,Wheatfield Place,WS: Bottle Bank - Mixed,322915,672392,,7903402,1,500
327844.44,674984.699999999,2481535,Sleigh Drive,WS: Packaging,327844,674985,,7902174,1,1100
327844.09,674984.359999999,2481536,Sleigh Drive,WS: Communal Bin,327844,674984,,7902174,1,1280
322640.12,671625.59,2481537,Moat Terrace,WS: Food Waste Communal,322640,671626,,7903058,1,240
322639.92,671623.92,2481538,Moat Terrace,WS: Bottle Bank - Mixed,322640,671624,,7903058,1,660
327950.12,674964.369999999,2481539,Sleigh Drive,WS: Bottle Bank - Mixed,327950,674964,,7902174,1,360
327950.45,674964.359999999,2481540,Sleigh Drive,WS: Communal Bin,327950,674964,,7902174,1,1100
327949.61,674963.880000001,2481541,Sleigh Drive,WS: Packaging,327950,674964,,7902174,1,1100
328010.48,674957.68,2481542,Sleigh Drive,WS: Food Waste Communal,328010,674958,,7902174,1,240
328010.8,674957.33,2481543,Sleigh Drive,WS: Bottle Bank - Mixed,328011,674957,,7902174,1,360
328011.31,674957.83,2481544,Sleigh Drive,WS: Packaging,328011,674958,,7902174,1,1280
328011.46,674957.439999999,2481545,Sleigh Drive,WS: Communal Bin,328011,674957,,7902174,1,1100
322884.97,672385.949999999,2481546,Wheatfield Place,WS: Bottle Bank - Mixed,322885,672386,,7903402,1,660
322884.44,672386.380000001,2481547,Wheatfield Place,WS: Packaging,322884,672386,,7903402,2,1280
322888.01,672389.41,2481548,Wheatfield Place,WS: Food Waste Communal,322888,672389,,7903402,1,240
322218,673198,2481549,Corstorphine Road,WS: Bottle Bank - Mixed,322218,673198,,7905055,1,360
322218,673198,2481550,Corstorphine Road,WS: Food Waste Communal,322218,673198,,7905055,1,240
322218,0,2481551,Corstorphine Road,WS: Packaging,322218,0,,7905055,2,1280
322218,673198,2481552,Corstorphine Road,WS: Communal Bin,322218,673198,,7905055,2,1280
322192,673211,2481553,Corstorphine Road,WS: Bottle Bank - Mixed,322192,673211,,7905055,1,360
322192,673211,2481554,Corstorphine Road,WS: Food Waste Communal,322192,673211,,7905055,1,240
322192,673211,2481555,Corstorphine Road,WS: Packaging,322192,673211,,7905055,2,1280
322192,673211,2481556,Corstorphine Road,WS: Communal Bin,322192,673211,,7905055,2,1280
322655.38,672221.83,2481557,Westfield Road,WS: Bottle Bank - Mixed,322655,672222,,7903399,1,660
322655.46,672221.83,2481558,Westfield Road,WS: Packaging,322655,672222,,7903399,2,1280
322655.3,672222.369999999,2481559,Westfield Road,WS: Food Waste Communal,322655,672222,,7903399,1,240
322654.92,672221.800000001,2481560,Westfield Road,WS: Communal Bin,322655,672222,,7903399,2,1280
322658.38,672235.199999999,2481561,Westfield Road,WS: Bottle Bank - Mixed,322658,672235,,7903399,1,660
322659.22,672235.59,2481562,Westfield Road,WS: Packaging,322659,672236,,7903399,2,1280
322659.03,672235.6,2481563,Westfield Road,WS: Food Waste Communal,322659,672236,,7903399,1,240
322764.57,672239.439999999,2481564,Westfield Street,WS: Bottle Bank - Mixed,322765,672239,,7903400,1,660
322764.9,672239.1,2481565,Westfield Street,WS: Packaging,322765,672239,,7903400,2,1280
322764.51,672239.949999999,2481566,Westfield Street,WS: Food Waste Communal,322765,672240,,7903400,1,240
322764.33,672239.779999999,2481567,Westfield Street,WS: Communal Bin,322764,672240,,7903400,2,1280
322765.05,672294.300000001,2481568,Westfield Street,WS: Bottle Bank - Mixed,322765,672294,,7903400,1,660
322611.63,671719.26,2481569,Moat Street,WS: Bottle Bank - Mixed,322612,671719,,7903057,1,660
322765.34,672295.970000001,2481570,Westfield Street,WS: Packaging,322765,672296,,7903400,2,1280
322671.67,671674.359999999,2481571,Moat Street,WS: Packaging,322672,671674,,7903057,2,1280
322835.76,672252.130000001,2481572,Wheatfield Road,WS: Bottle Bank - Mixed,322836,672252,,7903403,1,660
322903.11,671699.99,2481573,Appin Terrace,WS: Bottle Bank - Mixed,322903,671700,,7902554,1,660
322903.63,671700.99,2481574,Appin Terrace,WS: Packaging,322904,671701,,7902554,2,1280
322835.79,672252.25,2481575,Wheatfield Road,WS: Packaging,322836,672252,,7903403,2,1280
322904.29,671700.140000001,2481576,Appin Terrace,WS: Communal Bin,322904,671700,,7902554,2,1280
322835.86,672253.09,2481577,Wheatfield Road,WS: Food Waste Communal,322836,672253,,7903403,1,240
322835.73,672253.01,2481578,Wheatfield Road,WS: Communal Bin,322836,672253,,7903403,2,1280
321599,676082,2481579,Griffin Road,WS: Bottle Bank - Mixed,321599,676082,,7906362,1,360
322956.24,671830.5,2481580,Hermand Street,WS: Food Waste Communal,322956,671830,,7902916,1,240
322956.94,671831.82,2481581,Hermand Street,WS: Bottle Bank - Mixed,322957,671832,,7902916,1,660
322957.09,671830.65,2481582,Hermand Street,WS: Packaging,322957,671831,,7902916,2,1280
321599,676082,2481583,Griffin Road,WS: Food Waste Communal,321599,676082,,7906362,1,240
321599,676082,2481584,Griffin Road,WS: Packaging,321599,676082,,7906362,2,1280
321599,676082,2481585,Griffin Road,WS: Communal Bin,321599,676082,,7906362,2,1280
322840.71,672319.08,2481586,Wheatfield Road,WS: Bottle Bank - Mixed,322841,672319,,7903403,1,500
323056.38,671862.0,2481587,Hermand Crescent,WS: Bottle Bank - Mixed,323056,671862,,7902915,1,660
322840.34,672318.85,2481588,Wheatfield Road,WS: Packaging,322840,672319,,7903403,2,1280
322840.57,672318.83,2481589,Wheatfield Road,WS: Food Waste Communal,322841,672319,,7903403,1,240
322985.0,671976.52,2481590,Robertson Avenue,WS: Bottle Bank - Mixed,322985,671977,,7903192,1,660
322556.14,672182.640000001,2481591,Alexander Drive,WS: Bottle Bank - Mixed,322556,672183,,7904411,1,660
322935.99,672047.32,2481592,Robertson Avenue,WS: Bottle Bank - Mixed,322936,672047,,7903192,1,660
322936.31,672046.970000001,2481593,Robertson Avenue,WS: Packaging,322936,672047,,7903192,2,1280
321602,676154,2481594,Pennywell Gardens,WS: Bottle Bank - Mixed,321602,676154,,7901486,1,360
321602,676154,2481595,Pennywell Gardens,WS: Food Waste Communal,321602,676154,,7901486,1,240
322555.9,672183.23,2481596,Alexander Drive,WS: Packaging,322556,672183,,7904411,2,1280
321602,676154,2481597,Pennywell Gardens,WS: Packaging,321602,676154,,7901486,2,1280
322556.93,672184.210000001,2481598,Alexander Drive,WS: Food Waste Communal,322557,672184,,7904411,1,240
321602,676154,2481599,Pennywell Gardens,WS: Communal Bin,321602,676154,,7901486,2,1280
322556.34,672184.310000001,2481600,Alexander Drive,WS: Communal Bin,322556,672184,,7904411,2,1280
321582,676154,2481601,Pennywell Gardens,WS: Bottle Bank - Mixed,321582,676154,,7901486,1,360
321582,676154,2481602,Pennywell Gardens,WS: Food Waste Communal,321582,676154,,7901486,1,240
321582,676154,2481603,Pennywell Gardens,WS: Packaging,321582,676154,,7901486,2,1280
321582,676154,2481604,Pennywell Gardens,WS: Communal Bin,321582,676154,,7901486,2,1280
322632.32,672260.880000001,2481605,Westfield Road,WS: Bottle Bank - Mixed,322632,672261,,7903399,1,660
322631.99,672261.02,2481606,Westfield Road,WS: Packaging,322632,672261,,7903399,2,1280
322597.81,672279.32,2481607,Westfield Road,WS: Food Waste Communal,322598,672279,,7903399,1,240
322595.86,672279.93,2481608,Westfield Road,WS: Communal Bin,322596,672280,,7903399,2,1280
322596.22,672279.83,2481609,Westfield Road,WS: Packaging,322596,672280,,7903399,2,1280
322596.37,672280.59,2481610,Westfield Road,WS: Bottle Bank - Mixed,322596,672281,,7903399,1,660
322599.22,672298.32,2481611,Westfield Road,WS: Food Waste Communal,322599,672298,,7903399,1,240
322598.94,672297.6,2481612,Westfield Road,WS: Communal Bin,322599,672298,,7903399,2,1280
318192,674607,2481613,Umbrella Pine Terrace,WS: Bottle Bank - Mixed,318192,674607,,7906432,1,360
318192,674607,2481614,Umbrella Pine Terrace,WS: Food Waste Communal,318192,674607,,7906432,1,500
318192,674607,2481615,Umbrella Pine Terrace,WS: Packaging,318192,674607,,7906432,2,1100
318192,674607,2481616,Umbrella Pine Terrace,WS: Communal Bin,318192,674607,,7906432,2,1100
329149.06,673093.41,2481617,Willowbrae Road,WS: Bottle Bank - Mixed,329149,673093,,7902292,1,360
329148.75,673094.59,2481618,Willowbrae Road,WS: Packaging,329149,673095,,7902292,1,1280
329148.57,673094.25,2481619,Willowbrae Road,WS: Communal Bin,329149,673094,,7902292,1,1280
329122.5,673128.789999999,2481620,Willowbrae Road,WS: Food Waste Communal,329122,673129,,7902292,1,240
325318.31,676636.960000001,2481621,Craighall Crescent,WS: Bottle Bank - Mixed,325318,676637,,7901114,1,660
325317.81,676636.970000001,2481622,Craighall Crescent,WS: Packaging,325318,676637,,7901114,1,1280
325317.3,676636.810000001,2481623,Craighall Crescent,WS: Communal Bin,325317,676637,,7901114,1,1280
322861.35,672166.050000001,2481624,Robertson Avenue,WS: Bottle Bank - Mixed,322861,672166,,7903192,1,660
322839.06,672222.140000001,2481625,Robertson Avenue,WS: Food Waste Communal,322839,672222,,7903192,1,240
322838.91,672223.15,2481626,Robertson Avenue,WS: Bottle Bank - Mixed,322839,672223,,7903192,1,660
322838.55,672222.32,2481627,Robertson Avenue,WS: Packaging,322839,672222,,7903192,2,1280
322839.01,672219.470000001,2481628,Robertson Avenue,WS: Communal Bin,322839,672219,,7903192,2,1280
323153.01,672196.289999999,2481629,Wardlaw Street,WS: Food Waste Communal,323153,672196,,7903368,1,240
323151.65,672195.16,2481630,Wardlaw Street,WS: Bottle Bank - Mixed,323152,672195,,7903368,1,660
323151.34,672196.49,2481631,Wardlaw Street,WS: Packaging,323151,672196,,7903368,2,1280
323151.43,672191.970000001,2481632,Wardlaw Street,WS: Communal Bin,323151,672192,,7903368,2,1280
325281.51,676609.699999999,2481633,Craighall Crescent,WS: Food Waste Communal,325282,676610,,7901114,1,500
325214.52,676628.08,2481634,Lixmount Gardens,WS: Food Waste Communal,325215,676628,,7901201,1,240
325214.52,676627.91,2481635,Lixmount Gardens,WS: Bottle Bank - Mixed,325215,676628,,7901201,1,660
323142.01,672194.65,2481636,Wardlaw Street,WS: Bottle Bank - Mixed,323142,672195,,7903368,1,660
323142.26,672194.48,2481637,Wardlaw Street,WS: Packaging,323142,672194,,7903368,2,1280
323114.38,672246.98,2481638,Wardlaw Street,WS: Food Waste Communal,323114,672247,,7903368,1,240
323114.51,672245.98,2481639,Wardlaw Street,WS: Bottle Bank - Mixed,323115,672246,,7903368,1,660
323114.69,672246.65,2481640,Wardlaw Street,WS: Packaging,323115,672247,,7903368,2,1280
323114.95,672242.460000001,2481641,Wardlaw Street,WS: Communal Bin,323115,672242,,7903368,2,1280
323108.99,672241.810000001,2481642,Wardlaw Street,WS: Food Waste Communal,323109,672242,,7903368,1,240
323108.67,672242.65,2481643,Wardlaw Street,WS: Bottle Bank - Mixed,323109,672243,,7903368,1,660
323108.75,672241.560000001,2481644,Wardlaw Street,WS: Packaging,323109,672242,,7903368,2,1280
323108.97,672240.220000001,2481645,Wardlaw Street,WS: Communal Bin,323109,672240,,7903368,2,1280
323075.69,672301.109999999,2481646,Wardlaw Street,WS: Bottle Bank - Mixed,323076,672301,,7903368,1,660
323076.19,672300.51,2481647,Wardlaw Street,WS: Communal Bin,323076,672301,,7903368,2,1280
323067.18,672298.42,2481648,Wardlaw Street,WS: Bottle Bank - Mixed,323067,672298,,7903368,1,660
323026.28,672250.73,2481649,Wardlaw Place,WS: Bottle Bank - Mixed,323026,672251,,7903367,1,660
323027.62,672250.880000001,2481650,Wardlaw Place,WS: Packaging,323028,672251,,7903367,2,1280
323002.6,672276.08,2481651,Wardlaw Place,WS: Bottle Bank - Mixed,323003,672276,,7903367,1,660
323003.41,672275.220000001,2481652,Wardlaw Place,WS: Communal Bin,323003,672275,,7903367,3,1280
323052.27,672204.27,2481653,Wardlaw Place,WS: Food Waste Communal,323052,672204,,7903367,1,240
323052.61,672204.6,2481654,Wardlaw Place,WS: Bottle Bank - Mixed,323053,672205,,7903367,1,660
323053.12,672205.09,2481655,Wardlaw Place,WS: Packaging,323053,672205,,7903367,2,1280
323053.22,672201.75,2481656,Wardlaw Place,WS: Communal Bin,323053,672202,,7903367,2,1280
323081.38,672173.49,2481657,Wardlaw Place,WS: Food Waste Communal,323081,672173,,7903367,1,240
323080.9,672174.66,2481658,Wardlaw Place,WS: Bottle Bank - Mixed,323081,672175,,7903367,1,660
323080.78,672177.01,2481659,Wardlaw Place,WS: Packaging,323081,672177,,7903367,2,1280
323080.74,672174.66,2481660,Wardlaw Place,WS: Communal Bin,323081,672175,,7903367,2,1280
323077.1,672168.369999999,2481661,Wardlaw Place,WS: Bottle Bank - Mixed,323077,672168,,7903367,1,660
323097.13,672153.970000001,2481662,Wardlaw Place,WS: Bottle Bank - Mixed,323097,672154,,7903367,1,660
323098.45,672153.279999999,2481663,Wardlaw Place,WS: Packaging,323098,672153,,7903367,2,1280
323115.66,672113.0,2481664,Wardlaw Place,WS: Bottle Bank - Mixed,323116,672113,,7903367,1,660
323144.85,672133.050000001,2481665,Wardlaw Terrace,WS: Bottle Bank - Mixed,323145,672133,,7903369,1,660
323145.16,672131.699999999,2481666,Wardlaw Terrace,WS: Packaging,323145,672132,,7903369,2,1280
323117.07,672053.33,2481667,Wardlaw Terrace,WS: Food Waste Communal,323117,672053,,7903369,1,240
323117.3,672053.789999999,2481668,Wardlaw Terrace,WS: Bottle Bank - Mixed,323117,672054,,7903369,1,660
323117.41,672053.42,2481669,Wardlaw Terrace,WS: Packaging,323117,672053,,7903369,2,1280
323117.44,672052.779999999,2481670,Wardlaw Terrace,WS: Communal Bin,323117,672053,,7903369,2,1280
326261.68,675025.08,2481671,Mcdonald Road,WS: Packaging,326262,675025,,7902522,1,1280
326334.9,674953.460000001,2481672,Mcdonald Road,WS: Packaging,326335,674953,,7902522,1,1280
326359.9,674902.470000001,2481673,Mcdonald Road,WS: Packaging,326360,674902,,7902522,1,1280
323096.5,671987.9,2481674,Stewart Terrace,WS: Food Waste Communal,323096,671988,,7903323,1,240
323095.45,671984.93,2481675,Stewart Terrace,WS: Bottle Bank - Mixed,323095,671985,,7903323,1,660
323094.51,671988.609999999,2481676,Stewart Terrace,WS: Communal Bin,323095,671989,,7903323,3,1280
322600.09,672298.73,2481677,Westfield Road,WS: Packaging,322600,672299,,7903399,2,140
322598.22,672297.66,2481678,Westfield Road,WS: Bottle Bank - Mixed,322598,672298,,7903399,1,660
323085.99,672056.34,2481679,Stewart Terrace,WS: Food Waste Communal,323086,672056,,7903323,1,240
323085.31,672055.68,2481680,Stewart Terrace,WS: Bottle Bank - Mixed,323085,672056,,7903323,1,660
323083.0,672058.060000001,2481681,Stewart Terrace,WS: Packaging,323083,672058,,7903323,2,1280
323085.08,672052.35,2481682,Stewart Terrace,WS: Communal Bin,323085,672052,,7903323,2,1280
322561.91,672332.42,2481683,Westfield Road,WS: Bottle Bank - Mixed,322562,672332,,7903399,1,660
318120,674585,2481684,Umbrella Pine Terrace,WS: Bottle Bank - Mixed,318120,674585,,7906432,1,360
318120,674585,2481685,Umbrella Pine Terrace,WS: Food Waste Communal,318120,674585,,7906432,1,500
318120,674585,2481686,Umbrella Pine Terrace,WS: Packaging,318120,674585,,7906432,2,1100
318120,674585,2481687,Umbrella Pine Terrace,WS: Communal Bin,318120,674585,,7906432,2,1100
325394.23,676621.609999999,2481688,Craighall Road,WS: Packaging,325394,676622,,7901116,2,1280
325394.57,676621.779999999,2481689,Craighall Road,WS: Food Waste Communal,325395,676622,,7901116,1,240
325394.23,676621.949999999,2481690,Craighall Road,WS: Communal Bin,325394,676622,,7901116,2,1280
325394.23,676621.949999999,2481691,Craighall Road,WS: Bottle Bank - Mixed,325394,676622,,7901116,1,660
325368.29,676651.300000001,2481692,Craighall Crescent,WS: Food Waste Communal,325368,676651,,7901114,1,240
325367.78,676650.970000001,2481693,Craighall Crescent,WS: Bottle Bank - Mixed,325368,676651,,7901114,1,660
325282.17,676609.02,2481694,Craighall Crescent,WS: Packaging,325282,676609,,7901114,1,1100
325282.0,676609.359999999,2481695,Craighall Crescent,WS: Communal Bin,325282,676609,,7901114,1,1100
330350.13,673984.99,2481696,Adelphi Grove,WS: Communal Bin,330350,673985,,7902320,1,1280
323055.07,672098.52,2481697,Stewart Terrace,WS: Food Waste Communal,323055,672099,,7903323,1,240
323055.23,672098.189999999,2481698,Stewart Terrace,WS: Bottle Bank - Mixed,323055,672098,,7903323,1,660
323054.72,672097.85,2481699,Stewart Terrace,WS: Packaging,323055,672098,,7903323,2,1280
323054.17,672095.529999999,2481700,Stewart Terrace,WS: Communal Bin,323054,672096,,7903323,2,1280
323029.35,672132.09,2481701,Stewart Terrace,WS: Bottle Bank - Mixed,323029,672132,,7903323,1,660
323029.05,672133.609999999,2481702,Stewart Terrace,WS: Packaging,323029,672134,,7903323,2,1280
322997.87,672179.99,2481703,Stewart Terrace,WS: Bottle Bank - Mixed,322998,672180,,7903323,1,660
322996.36,672180.859999999,2481704,Stewart Terrace,WS: Packaging,322996,672181,,7903323,2,1280
322956.11,672235.43,2481705,Stewart Terrace,WS: Bottle Bank - Mixed,322956,672235,,7903323,1,660
322956.62,672236.09,2481706,Stewart Terrace,WS: Packaging,322957,672236,,7903323,2,1280
320190.48,672875.0,2481707,Station Road,WS: Food Waste Communal,320190,672875,,7903299,1,240
320190.23,672874.75,2481708,Station Road,WS: Bottle Bank - Mixed,320190,672875,,7903299,1,660
320189.81,672874.51,2481709,Station Road,WS: Packaging,320190,672875,,7903299,2,1280
320190.07,672874.84,2481710,Station Road,WS: Communal Bin,320190,672875,,7903299,1,1280
320064.87,672910.960000001,2481711,Kirk Loan,WS: Food Waste Communal,320065,672911,,7902976,1,240
320064.53,672910.289999999,2481712,Kirk Loan,WS: Bottle Bank - Mixed,320065,672910,,7902976,1,660
320064.69,672909.789999999,2481713,Kirk Loan,WS: Packaging,320065,672910,,7902976,2,1280
320064.36,672909.960000001,2481714,Kirk Loan,WS: Communal Bin,320064,672910,,7902976,1,1280
319957.14,672916.970000001,2481715,Glebe Road,WS: Food Waste Communal,319957,672917,,7900444,1,240
319957.24,672916.880000001,2481716,Glebe Road,WS: Bottle Bank - Mixed,319957,672917,,7900444,2,660
319957.42,672917.619999999,2481717,Glebe Road,WS: Packaging,319957,672918,,7900444,2,1280
319956.31,672916.73,2481718,Glebe Road,WS: Communal Bin,319956,672917,,7900444,2,1280
319636.63,672961.09,2481719,Featherhall Avenue,WS: Food Waste Communal,319637,672961,,7900433,1,240
319637.01,672963.08,2481720,Featherhall Avenue,WS: Bottle Bank - Mixed,319637,672963,,7900433,1,660
319636.81,672961.41,2481721,Featherhall Avenue,WS: Packaging,319637,672961,,7900433,2,1280
319665.15,673007.689999999,2481722,Victor Park Terrace,WS: Food Waste Communal,319665,673008,,7900554,1,240
319664.98,673007.539999999,2481723,Victor Park Terrace,WS: Bottle Bank - Mixed,319665,673008,,7900554,1,660
319664.8,673006.529999999,2481724,Victor Park Terrace,WS: Packaging,319665,673007,,7900554,2,1280
319664.96,673006.189999999,2481725,Victor Park Terrace,WS: Communal Bin,319665,673006,,7900554,2,1280
319656.11,673070.74,2481726,Victor Park Terrace,WS: Food Waste Communal,319656,673071,,7900554,1,240
319656.61,673070.560000001,2481727,Victor Park Terrace,WS: Bottle Bank - Mixed,319657,673071,,7900554,1,660
319656.61,673070.73,2481728,Victor Park Terrace,WS: Packaging,319657,673071,,7900554,2,1280
319656.27,673070.24,2481729,Victor Park Terrace,WS: Communal Bin,319656,673070,,7900554,2,1280
319643.91,673144.710000001,2481730,Victor Park Terrace,WS: Food Waste Communal,319644,673145,,7900554,1,240
319643.58,673144.710000001,2481731,Victor Park Terrace,WS: Bottle Bank - Mixed,319644,673145,,7900554,1,660
319643.16,673144.550000001,2481732,Victor Park Terrace,WS: Packaging,319643,673145,,7900554,2,1280
319643.85,673145.710000001,2481733,Victor Park Terrace,WS: Communal Bin,319644,673146,,7900554,2,1280
326918.78,674207.640000001,2481734,Abbeyhill,WS: Packaging,326919,674208,,7903490,3,1280
327014.46,674248.49,2481735,Abbeyhill,WS: Bottle Bank - Mixed,327014,674248,,7903490,1,1280
322959.06,673225.23,2481736,Roseburn Cliff,WS: Food Waste Communal,322959,673225,,7903198,1,240
322958.92,673226.23,2481737,Roseburn Cliff,WS: Bottle Bank - Mixed,322959,673226,,7903198,1,660
322958.2,673224.07,2481738,Roseburn Cliff,WS: Packaging,322958,673224,,7903198,2,1280
322869.2,673279.18,2481739,Murrayfield Avenue,WS: Food Waste Communal,322869,673279,,7903083,1,240
322868.87,673279.68,2481740,Murrayfield Avenue,WS: Bottle Bank - Mixed,322869,673280,,7903083,1,660
322868.7,673279.359999999,2481741,Murrayfield Avenue,WS: Packaging,322869,673279,,7903083,2,1280
322868.2,673279.189999999,2481742,Murrayfield Avenue,WS: Communal Bin,322868,673279,,7903083,2,1280
322931.41,673300.130000001,2481743,Murrayfield Place,WS: Food Waste Communal,322931,673300,,7904070,1,240
322930.07,673300.83,2481744,Murrayfield Place,WS: Bottle Bank - Mixed,322930,673301,,7904070,1,660
322931.76,673301.470000001,2481745,Murrayfield Place,WS: Packaging,322932,673301,,7904070,2,1280
322930.76,673301.15,2481746,Murrayfield Place,WS: Communal Bin,322931,673301,,7904070,2,1280
322955.35,673317.76,2481747,Coltbridge Avenue,WS: Food Waste Communal,322955,673318,,7902669,1,240
322955.86,673318.09,2481748,Coltbridge Avenue,WS: Bottle Bank - Mixed,322956,673318,,7902669,1,660
322955.19,673317.77,2481749,Coltbridge Avenue,WS: Packaging,322955,673318,,7902669,2,1280
322955.87,673318.59,2481750,Coltbridge Avenue,WS: Communal Bin,322956,673319,,7902669,2,1280
322536.03,672352.85,2481751,Westfield Road,WS: Food Waste Communal,322536,672353,,7903399,1,240
322536.2,672352.68,2481752,Westfield Road,WS: Bottle Bank - Mixed,322536,672353,,7903399,1,660
322535.38,672353.699999999,2481753,Westfield Road,WS: Packaging,322535,672354,,7903399,2,1280
322990.87,673355.57,2481754,Coltbridge Avenue,WS: Food Waste Communal,322991,673356,,7902669,1,240
322991.23,673356.24,2481755,Coltbridge Avenue,WS: Bottle Bank - Mixed,322991,673356,,7902669,1,660
322991.89,673356.23,2481756,Coltbridge Avenue,WS: Packaging,322992,673356,,7902669,2,1280
321298.67,672065.029999999,2481757,Stenhouse Avenue West,WS: Food Waste Communal,321299,672065,,7903302,1,240
321298.32,672064.199999999,2481758,Stenhouse Avenue West,WS: Bottle Bank - Mixed,321298,672064,,7903302,1,660
324217.57,676680.25,2481759,Granton Road,WS: Food Waste Communal,324218,676680,,7901430,1,240
324216.41,676680.77,2481760,Granton Road,WS: Bottle Bank - Mixed,324216,676681,,7901430,1,500
324217.07,676680.6,2481761,Granton Road,WS: Packaging,324217,676681,,7901430,2,1100
324217.57,676680.25,2481762,Granton Road,WS: Communal Bin,324218,676680,,7901430,2,1100
324156.35,676994.34,2481763,Wardie Square,WS: Communal Bin,324156,676994,,7901564,1,1280
322972.85,673058.939999999,2481764,Roseburn Street,WS: Food Waste Communal,322973,673059,,7903203,1,240
322973.68,673059.25,2481765,Roseburn Street,WS: Bottle Bank - Mixed,322974,673059,,7903203,1,660
322973.67,673058.08,2481766,Roseburn Street,WS: Packaging,322974,673058,,7903203,2,1280
323020.06,673136.85,2481767,Roseburn Street,WS: Food Waste Communal,323020,673137,,7903203,1,240
323020.8,673136.17,2481768,Roseburn Street,WS: Bottle Bank - Mixed,323021,673136,,7903203,1,660
323020.56,673136.0,2481769,Roseburn Street,WS: Packaging,323021,673136,,7903203,2,1280
327305.52,675024.0,2481770,Albion Place,WS: Food Waste Communal,327306,675024,,7904557,1,240
327304.92,675024.25,2481771,Albion Place,WS: Bottle Bank - Mixed,327305,675024,,7904557,1,360
322962.76,673132.35,2481772,Roseburn Place,WS: Food Waste Communal,322963,673132,,7903202,1,240
